02-12-2022 22:42:42.468,-,API,"Coordinator_802,0013A20041C5375A,802.15.4 TH,2003,COM7 - 115200/8/N/1/N,1,46"

02-12-2022 22:32:43.174,0,RECV,7E002D812222430020202020202020202020202020202020202020202020202020202020202020202020202020202030E7
02-12-2022 22:32:43.675,1,RECV,7E002D812222430020202020202020202020202020202020202020202020202020202020202020202020202020202031E6
02-12-2022 22:32:44.175,2,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020202032E4
02-12-2022 22:32:44.735,3,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020202033E3
02-12-2022 22:32:45.173,4,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020202034E2
02-12-2022 22:32:45.672,5,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020202035E1
02-12-2022 22:32:46.236,6,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020202036E0
02-12-2022 22:32:46.678,7,RECV,7E002D812222430020202020202020202020202020202020202020202020202020202020202020202020202020202037E0
02-12-2022 22:32:47.179,8,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020202038DE
02-12-2022 22:32:47.742,9,RECV,7E002D812222430020202020202020202020202020202020202020202020202020202020202020202020202020202039DE
02-12-2022 22:32:48.189,10,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203130D5
02-12-2022 22:32:48.692,11,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203131D4
02-12-2022 22:32:49.199,12,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203132D3
02-12-2022 22:32:49.699,13,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203133D2
02-12-2022 22:32:50.201,14,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203134D1
02-12-2022 22:32:50.706,15,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203135D0
02-12-2022 22:32:51.209,16,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203136CF
02-12-2022 22:32:51.716,17,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203137CE
02-12-2022 22:32:52.220,18,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203138CD
02-12-2022 22:32:52.722,19,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203139CC
02-12-2022 22:32:53.224,20,RECV,7E002D812222430020202020202020202020202020202020202020202020202020202020202020202020202020203230D5
02-12-2022 22:32:53.729,21,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203231D3
02-12-2022 22:32:54.231,22,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203232D2
02-12-2022 22:32:54.733,23,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203233D1
02-12-2022 22:32:55.231,24,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203234D0
02-12-2022 22:32:55.733,25,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203235CF
02-12-2022 22:32:56.233,26,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203236CE
02-12-2022 22:32:56.735,27,RECV,7E002D812222430020202020202020202020202020202020202020202020202020202020202020202020202020203237CE
02-12-2022 22:32:57.235,28,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203238CC
02-12-2022 22:32:57.734,29,RECV,7E002D812222430020202020202020202020202020202020202020202020202020202020202020202020202020203239CC
02-12-2022 22:32:58.237,30,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203330D3
02-12-2022 22:32:58.740,31,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203331D2
02-12-2022 22:32:59.244,32,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203332D1
02-12-2022 22:32:59.747,33,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203333D0
02-12-2022 22:33:00.245,34,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203334CF
02-12-2022 22:33:00.746,35,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203335CE
02-12-2022 22:33:01.252,36,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203336CD
02-12-2022 22:33:01.754,37,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203337CC
02-12-2022 22:33:02.194,38,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203338CB
02-12-2022 22:33:02.754,39,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203339CA
02-12-2022 22:33:03.257,40,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203430D2
02-12-2022 22:33:03.696,41,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203431D1
02-12-2022 22:33:04.196,42,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203432D0
02-12-2022 22:33:04.761,43,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203433CF
02-12-2022 22:33:05.202,44,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203434CE
02-12-2022 22:33:05.702,45,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203435CD
02-12-2022 22:33:06.204,46,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203436CC
02-12-2022 22:33:06.706,47,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203437CB
02-12-2022 22:33:07.212,48,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203438CA
02-12-2022 22:33:07.719,49,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203439C9
02-12-2022 22:33:08.222,50,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203530D1
02-12-2022 22:33:08.730,51,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203531D0
02-12-2022 22:33:09.232,52,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203532CF
02-12-2022 22:33:09.735,53,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203533CE
02-12-2022 22:33:10.235,54,RECV,7E002D812222430020202020202020202020202020202020202020202020202020202020202020202020202020203534CE
02-12-2022 22:33:10.738,55,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203535CC
02-12-2022 22:33:11.245,56,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203536CB
02-12-2022 22:33:11.749,57,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203537CA
02-12-2022 22:33:12.254,58,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203538C9
02-12-2022 22:33:12.757,59,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203539C8
02-12-2022 22:33:13.259,60,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203630D0
02-12-2022 22:33:13.762,61,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203631CF
02-12-2022 22:33:14.261,62,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203632CE
02-12-2022 22:33:14.762,63,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203633CD
02-12-2022 22:33:15.266,64,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203634CC
02-12-2022 22:33:15.705,65,RECV,7E002D812222430020202020202020202020202020202020202020202020202020202020202020202020202020203635CC
02-12-2022 22:33:16.272,66,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203636CA
02-12-2022 22:33:16.773,67,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203637C9
02-12-2022 22:33:17.212,68,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203638C8
02-12-2022 22:33:17.775,69,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203639C7
02-12-2022 22:33:18.277,70,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203730CF
02-12-2022 22:33:18.718,71,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203731CE
02-12-2022 22:33:19.278,72,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203732CD
02-12-2022 22:33:19.782,73,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203733CC
02-12-2022 22:33:20.219,74,RECV,7E002D812222430020202020202020202020202020202020202020202020202020202020202020202020202020203734CC
02-12-2022 22:33:20.723,75,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203735CA
02-12-2022 22:33:21.228,76,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203736C9
02-12-2022 22:33:21.731,77,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203737C8
02-12-2022 22:33:22.232,78,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203738C7
02-12-2022 22:33:22.734,79,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203739C6
02-12-2022 22:33:23.236,80,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203830CE
02-12-2022 22:33:23.737,81,RECV,7E002D812222430020202020202020202020202020202020202020202020202020202020202020202020202020203831CE
02-12-2022 22:33:24.241,82,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203832CC
02-12-2022 22:33:24.740,83,RECV,7E002D812222430020202020202020202020202020202020202020202020202020202020202020202020202020203833CC
02-12-2022 22:33:25.246,84,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203834CA
02-12-2022 22:33:25.744,85,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203835C9
02-12-2022 22:33:26.249,86,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203836C8
02-12-2022 22:33:26.749,87,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203837C7
02-12-2022 22:33:27.252,88,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203838C6
02-12-2022 22:33:28.254,89,RECV,7E002D812222430020202020202020202020202020202020202020202020202020202020202020202020202020203930CE
02-12-2022 22:33:28.753,90,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203931CC
02-12-2022 22:33:29.256,91,RECV,7E002D812222430020202020202020202020202020202020202020202020202020202020202020202020202020203932CC
02-12-2022 22:33:29.761,92,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203933CA
02-12-2022 22:33:30.260,93,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203934C9
02-12-2022 22:33:30.762,94,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203935C8
02-12-2022 22:33:31.264,95,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203936C7
02-12-2022 22:33:31.762,96,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203937C6
02-12-2022 22:33:32.260,97,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020203938C5
02-12-2022 22:33:32.761,98,RECV,7E002D812222430020202020202020202020202020202020202020202020202020202020202020202020202020203939C5
02-12-2022 22:33:33.262,99,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313030C5
02-12-2022 22:33:33.767,100,RECV,7E002D812222430020202020202020202020202020202020202020202020202020202020202020202020202020313031C5
02-12-2022 22:33:34.270,101,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313032C3
02-12-2022 22:33:34.774,102,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313033C2
02-12-2022 22:33:35.276,103,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313034C1
02-12-2022 22:33:35.781,104,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313035C0
02-12-2022 22:33:36.281,105,RECV,7E002D812222420020202020202020202020202020202020202020202020202020202020202020202020202020313036C1
02-12-2022 22:33:36.781,106,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313037BE
02-12-2022 22:33:37.282,107,RECV,7E002D812222430020202020202020202020202020202020202020202020202020202020202020202020202020313038BE
02-12-2022 22:33:37.784,108,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313039BC
02-12-2022 22:33:38.282,109,RECV,7E002D812222430020202020202020202020202020202020202020202020202020202020202020202020202020313130C5
02-12-2022 22:33:38.786,110,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313131C3
02-12-2022 22:33:39.288,111,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313132C2
02-12-2022 22:33:39.792,112,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313133C1
02-12-2022 22:33:40.298,113,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313134C0
02-12-2022 22:33:40.801,114,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313135BF
02-12-2022 22:33:41.306,115,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313136BE
02-12-2022 22:33:41.804,116,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313137BD
02-12-2022 22:33:42.306,117,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313138BC
02-12-2022 22:33:42.811,118,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313139BB
02-12-2022 22:33:43.253,119,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313230C3
02-12-2022 22:33:43.755,120,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313231C2
02-12-2022 22:33:44.256,121,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313232C1
02-12-2022 22:33:44.756,122,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313233C0
02-12-2022 22:33:45.255,123,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313234BF
02-12-2022 22:33:45.818,124,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313235BE
02-12-2022 22:33:46.258,125,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313236BD
02-12-2022 22:33:46.758,126,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313237BC
02-12-2022 22:33:47.316,127,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313238BB
02-12-2022 22:33:47.771,128,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313239BA
02-12-2022 22:33:48.258,129,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313330C2
02-12-2022 22:33:48.761,130,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313331C1
02-12-2022 22:33:49.265,131,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313332C0
02-12-2022 22:33:49.763,132,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313333BF
02-12-2022 22:33:50.264,133,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313334BE
02-12-2022 22:33:50.766,134,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313335BD
02-12-2022 22:33:51.270,135,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313336BC
02-12-2022 22:33:51.773,136,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313337BB
02-12-2022 22:33:52.276,137,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313338BA
02-12-2022 22:33:52.775,138,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313339B9
02-12-2022 22:33:53.277,139,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313430C1
02-12-2022 22:33:53.781,140,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313431C0
02-12-2022 22:33:54.282,141,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313432BF
02-12-2022 22:33:54.782,142,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313433BE
02-12-2022 22:33:55.287,143,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313434BD
02-12-2022 22:33:55.791,144,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313435BC
02-12-2022 22:33:56.289,145,RECV,7E002D812222430020202020202020202020202020202020202020202020202020202020202020202020202020313436BC
02-12-2022 22:33:56.791,146,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313437BA
02-12-2022 22:33:57.294,147,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313438B9
02-12-2022 22:33:57.796,148,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313439B8
02-12-2022 22:33:58.297,149,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313530C0
02-12-2022 22:33:58.800,150,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313531BF
02-12-2022 22:33:59.304,151,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313532BE
02-12-2022 22:33:59.806,152,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313533BD
02-12-2022 22:34:00.308,153,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313534BC
02-12-2022 22:34:00.813,154,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313535BB
02-12-2022 22:34:01.314,155,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313536BA
02-12-2022 22:34:01.819,156,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313537B9
02-12-2022 22:34:02.322,157,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313538B8
02-12-2022 22:34:02.823,158,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313539B7
02-12-2022 22:34:03.326,159,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313630BF
02-12-2022 22:34:03.769,160,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313631BE
02-12-2022 22:34:04.337,161,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313632BD
02-12-2022 22:34:04.775,162,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313633BC
02-12-2022 22:34:05.343,163,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313634BB
02-12-2022 22:34:05.784,164,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313635BA
02-12-2022 22:34:06.287,165,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313636B9
02-12-2022 22:34:06.787,166,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313637B8
02-12-2022 22:34:07.289,167,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313638B7
02-12-2022 22:34:07.794,168,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313639B6
02-12-2022 22:34:08.295,169,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313730BE
02-12-2022 22:34:08.795,170,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313731BD
02-12-2022 22:34:09.294,171,RECV,7E002D812222430020202020202020202020202020202020202020202020202020202020202020202020202020313732BD
02-12-2022 22:34:09.795,172,RECV,7E002D812222430020202020202020202020202020202020202020202020202020202020202020202020202020313733BC
02-12-2022 22:34:10.296,173,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313734BA
02-12-2022 22:34:10.797,174,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313735B9
02-12-2022 22:34:11.302,175,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313736B8
02-12-2022 22:34:11.807,176,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313737B7
02-12-2022 22:34:12.308,177,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313738B6
02-12-2022 22:34:12.811,178,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313739B5
02-12-2022 22:34:13.314,179,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313830BD
02-12-2022 22:34:13.817,180,RECV,7E002D812222430020202020202020202020202020202020202020202020202020202020202020202020202020313831BD
02-12-2022 22:34:14.317,181,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313832BB
02-12-2022 22:34:14.817,182,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313833BA
02-12-2022 22:34:15.316,183,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313834B9
02-12-2022 22:34:15.817,184,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313835B8
02-12-2022 22:34:16.321,185,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313836B7
02-12-2022 22:34:16.825,186,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313837B6
02-12-2022 22:34:17.326,187,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313838B5
02-12-2022 22:34:17.824,188,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313839B4
02-12-2022 22:34:18.324,189,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313930BC
02-12-2022 22:34:18.826,190,RECV,7E002D812222430020202020202020202020202020202020202020202020202020202020202020202020202020313931BC
02-12-2022 22:34:19.326,191,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313932BA
02-12-2022 22:34:19.829,192,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313933B9
02-12-2022 22:34:20.335,193,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313934B8
02-12-2022 22:34:20.836,194,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313935B7
02-12-2022 22:34:21.336,195,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313936B6
02-12-2022 22:34:21.841,196,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313937B5
02-12-2022 22:34:22.344,197,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313938B4
02-12-2022 22:34:22.839,198,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020313939B3
02-12-2022 22:34:23.344,199,RECV,7E002D812222430020202020202020202020202020202020202020202020202020202020202020202020202020323030C5
02-12-2022 22:34:23.845,200,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020323031C3
02-12-2022 22:34:24.348,201,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020323032C2
02-12-2022 22:34:24.853,202,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020323033C1
02-12-2022 22:34:25.357,203,RECV,7E002D812222430020202020202020202020202020202020202020202020202020202020202020202020202020323034C1
02-12-2022 22:34:25.858,204,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020323035BF
02-12-2022 22:34:26.358,205,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020323036BE
02-12-2022 22:34:26.860,206,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020323037BD
02-12-2022 22:34:27.361,207,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020323038BC
02-12-2022 22:34:27.861,208,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020323039BB
02-12-2022 22:34:28.303,209,RECV,7E002D812222430020202020202020202020202020202020202020202020202020202020202020202020202020323130C4
02-12-2022 22:34:28.867,210,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020323131C2
02-12-2022 22:34:29.373,211,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020323132C1
02-12-2022 22:34:29.810,212,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020323133C0
02-12-2022 22:34:30.313,213,RECV,7E002D812222420020202020202020202020202020202020202020202020202020202020202020202020202020323134C1
02-12-2022 22:34:30.816,214,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020323135BE
02-12-2022 22:34:31.319,215,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020323136BD
02-12-2022 22:34:31.820,216,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020323137BC
02-12-2022 22:34:32.321,217,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020323138BB
02-12-2022 22:34:32.823,218,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020323139BA
02-12-2022 22:34:33.327,219,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020323230C2
02-12-2022 22:34:33.827,220,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020323231C1
02-12-2022 22:34:34.331,221,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020323232C0
02-12-2022 22:34:34.835,222,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020323233BF
02-12-2022 22:34:35.335,223,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020323234BE
02-12-2022 22:34:35.838,224,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020323235BD
02-12-2022 22:34:36.341,225,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020323236BC
02-12-2022 22:34:36.840,226,RECV,7E002D812222430020202020202020202020202020202020202020202020202020202020202020202020202020323237BC
02-12-2022 22:34:37.340,227,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020323238BA
02-12-2022 22:34:37.839,228,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020323239B9
02-12-2022 22:34:38.341,229,RECV,7E002D812222440020202020202020202020202020202020202020202020202020202020202020202020202020323330C1
