02-12-2022 22:10:07.468,-,API,"Coordinator_802,0013A20041C5375A,802.15.4 TH,2003,COM7 - 115200/8/N/1/N,1,46"

02-12-2022 21:56:03.685,0,RECV,7E00238122225900202020202020202020202020202020202020202020202020202020203135FB
02-12-2022 21:56:04.182,1,RECV,7E00238122225900202020202020202020202020202020202020202020202020202020203136FA
02-12-2022 21:56:06.684,2,RECV,7E00238122225A00202020202020202020202020202020202020202020202020202020203231FD
02-12-2022 21:56:27.250,3,RECV,7E00238122225900202020202020202020202020202020202020202020202020202020203632F9
02-12-2022 21:56:31.196,4,RECV,7E00238122225A00202020202020202020202020202020202020202020202020202020203730F9
02-12-2022 21:57:17.256,5,RECV,7E00238122225A00202020202020202020202020202020202020202020202020202020313632E7
02-12-2022 21:57:53.292,6,RECV,7E00238122225A00202020202020202020202020202020202020202020202020202020323334E7
02-12-2022 21:58:04.306,7,RECV,7E00238122225900202020202020202020202020202020202020202020202020202020323536E4
02-12-2022 21:58:09.819,8,RECV,7E00238122225A00202020202020202020202020202020202020202020202020202020323637E1
02-12-2022 21:58:11.827,9,RECV,7E00238122225A00202020202020202020202020202020202020202020202020202020323731E6
02-12-2022 21:58:12.829,10,RECV,7E00238122225A00202020202020202020202020202020202020202020202020202020323733E4
02-12-2022 21:58:18.340,11,RECV,7E00238122225A00202020202020202020202020202020202020202020202020202020323834E2
02-12-2022 21:59:29.906,12,RECV,7E00238122225B00202020202020202020202020202020202020202020202020202020343237E2
02-12-2022 21:59:42.953,13,RECV,7E00238122225A00202020202020202020202020202020202020202020202020202020343533E4
02-12-2022 21:59:43.452,14,RECV,7E00238122225B00202020202020202020202020202020202020202020202020202020343534E2
02-12-2022 22:00:13.935,15,RECV,7E00238122225A00202020202020202020202020202020202020202020202020202020353135E5
02-12-2022 22:00:22.958,16,RECV,7E00238122225A00202020202020202020202020202020202020202020202020202020353333E5
02-12-2022 22:00:49.523,17,RECV,7E00238122225B00202020202020202020202020202020202020202020202020202020353836DC
02-12-2022 22:01:22.007,18,RECV,7E00238122225A00202020202020202020202020202020202020202020202020202020363531E4
02-12-2022 22:01:34.059,19,RECV,7E00238122225A00202020202020202020202020202020202020202020202020202020363735DE
02-12-2022 22:01:43.540,20,RECV,7E00238122225B00202020202020202020202020202020202020202020202020202020363934DC
02-12-2022 22:01:46.553,21,RECV,7E00238122225A00202020202020202020202020202020202020202020202020202020373030E9
02-12-2022 22:01:47.558,22,RECV,7E00238122225A00202020202020202020202020202020202020202020202020202020373032E7
02-12-2022 22:01:48.060,23,RECV,7E00238122225A00202020202020202020202020202020202020202020202020202020373033E6
02-12-2022 22:02:23.108,24,RECV,7E00238122225B00202020202020202020202020202020202020202020202020202020373733DE
02-12-2022 22:03:03.603,25,RECV,7E00238122225A00202020202020202020202020202020202020202020202020202020383534DF
02-12-2022 22:03:04.612,26,RECV,7E00238122225B00202020202020202020202020202020202020202020202020202020383536DC
02-12-2022 22:03:13.138,27,RECV,7E00238122225B00202020202020202020202020202020202020202020202020202020383733DD
02-12-2022 22:03:20.668,28,RECV,7E00238122225A00202020202020202020202020202020202020202020202020202020383838D8
02-12-2022 22:03:35.659,29,RECV,7E00238122225A00202020202020202020202020202020202020202020202020202020393138DE
02-12-2022 22:03:52.209,30,RECV,7E00238122225A00202020202020202020202020202020202020202020202020202020393531E1
02-12-2022 22:03:58.226,31,RECV,7E00238122225A00202020202020202020202020202020202020202020202020202020393633DE
02-12-2022 22:04:15.230,32,RECV,7E00238122225A00202020202020202020202020202020202020202020202020202020393937D7
