02-12-2022 22:32:05.500,-,API,"Coordinator_802,0013A20041C5375A,802.15.4 TH,2003,COM7 - 115200/8/N/1/N,1,46"

02-12-2022 22:20:08.188,0,RECV,7E002D812222480020202020202020202020202020202020202020202020202020202020202020202020202020202030E2
02-12-2022 22:20:08.688,1,RECV,7E002D812222460020202020202020202020202020202020202020202020202020202020202020202020202020202031E3
02-12-2022 22:20:09.250,2,RECV,7E002D812222490020202020202020202020202020202020202020202020202020202020202020202020202020202032DF
02-12-2022 22:20:09.691,3,RECV,7E002D812222480020202020202020202020202020202020202020202020202020202020202020202020202020202033DF
02-12-2022 22:20:10.189,4,RECV,7E002D812222490020202020202020202020202020202020202020202020202020202020202020202020202020202034DD
02-12-2022 22:20:10.691,5,RECV,7E002D812222490020202020202020202020202020202020202020202020202020202020202020202020202020202035DC
02-12-2022 22:20:11.188,6,RECV,7E002D812222480020202020202020202020202020202020202020202020202020202020202020202020202020202036DC
02-12-2022 22:20:11.689,7,RECV,7E002D812222480020202020202020202020202020202020202020202020202020202020202020202020202020202037DB
02-12-2022 22:20:12.191,8,RECV,7E002D812222480020202020202020202020202020202020202020202020202020202020202020202020202020202038DA
02-12-2022 22:20:12.694,9,RECV,7E002D812222480020202020202020202020202020202020202020202020202020202020202020202020202020202039D9
02-12-2022 22:20:13.195,10,RECV,7E002D812222480020202020202020202020202020202020202020202020202020202020202020202020202020203130D1
02-12-2022 22:20:13.697,11,RECV,7E002D812222480020202020202020202020202020202020202020202020202020202020202020202020202020203131D0
02-12-2022 22:20:14.203,12,RECV,7E002D812222480020202020202020202020202020202020202020202020202020202020202020202020202020203132CF
02-12-2022 22:20:14.702,13,RECV,7E002D812222480020202020202020202020202020202020202020202020202020202020202020202020202020203133CE
02-12-2022 22:20:15.203,14,RECV,7E002D812222480020202020202020202020202020202020202020202020202020202020202020202020202020203134CD
02-12-2022 22:20:15.707,15,RECV,7E002D812222480020202020202020202020202020202020202020202020202020202020202020202020202020203135CC
02-12-2022 22:20:16.208,16,RECV,7E002D812222490020202020202020202020202020202020202020202020202020202020202020202020202020203136CA
02-12-2022 22:20:16.709,17,RECV,7E002D812222480020202020202020202020202020202020202020202020202020202020202020202020202020203137CA
02-12-2022 22:20:17.206,18,RECV,7E002D812222490020202020202020202020202020202020202020202020202020202020202020202020202020203138C8
02-12-2022 22:20:17.704,19,RECV,7E002D812222480020202020202020202020202020202020202020202020202020202020202020202020202020203139C8
02-12-2022 22:20:18.204,20,RECV,7E002D812222480020202020202020202020202020202020202020202020202020202020202020202020202020203230D0
02-12-2022 22:20:18.708,21,RECV,7E002D812222480020202020202020202020202020202020202020202020202020202020202020202020202020203231CF
