02-12-2022 17:31:06.116,-,API,"Coordinator_802,0013A20041C5375A,802.15.4 TH,2003,COM7 - 115200/8/N/1/N,1,46"

02-12-2022 17:20:30.199,0,RECV,7E00198122225200202020202020202020202020202020202020203058
02-12-2022 17:20:30.701,1,RECV,7E00198122225D0020202020202020202020202020202020202020314C
02-12-2022 17:20:31.204,2,RECV,7E00198122225800202020202020202020202020202020202020203250
02-12-2022 17:20:31.705,3,RECV,7E00198122225500202020202020202020202020202020202020203352
02-12-2022 17:20:32.208,4,RECV,7E0019812222570020202020202020202020202020202020202020344F
02-12-2022 17:20:33.714,5,RECV,7E00198122225300202020202020202020202020202020202020203750
02-12-2022 17:20:34.716,6,RECV,7E00198122225000202020202020202020202020202020202020203951
02-12-2022 17:20:35.213,7,RECV,7E00198122225000202020202020202020202020202020202020313049
02-12-2022 17:20:35.713,8,RECV,7E00198122224F00202020202020202020202020202020202020313149
02-12-2022 17:20:36.210,9,RECV,7E00198122225000202020202020202020202020202020202020313247
02-12-2022 17:20:36.712,10,RECV,7E00198122224F00202020202020202020202020202020202020313347
02-12-2022 17:20:37.212,11,RECV,7E00198122225000202020202020202020202020202020202020313445
02-12-2022 17:20:37.713,12,RECV,7E00198122225000202020202020202020202020202020202020313544
02-12-2022 17:20:38.712,13,RECV,7E00198122225000202020202020202020202020202020202020313742
02-12-2022 17:20:39.212,14,RECV,7E00198122225000202020202020202020202020202020202020313841
02-12-2022 17:20:39.711,15,RECV,7E0019812222510020202020202020202020202020202020202031393F
02-12-2022 17:20:40.213,16,RECV,7E00198122224E0020202020202020202020202020202020202032304A
02-12-2022 17:20:41.713,17,RECV,7E0019812222570020202020202020202020202020202020202032333E
02-12-2022 17:20:42.217,18,RECV,7E00198122224E00202020202020202020202020202020202020323446
02-12-2022 17:20:42.721,19,RECV,7E00198122225300202020202020202020202020202020202020323540
02-12-2022 17:20:43.224,20,RECV,7E00198122224F00202020202020202020202020202020202020323643
02-12-2022 17:20:43.724,21,RECV,7E00198122224F00202020202020202020202020202020202020323742
02-12-2022 17:20:44.232,22,RECV,7E00198122224F00202020202020202020202020202020202020323841
02-12-2022 17:20:44.689,23,RECV,7E00198122224F00202020202020202020202020202020202020323940
02-12-2022 17:20:45.236,24,RECV,7E00198122224F00202020202020202020202020202020202020333048
02-12-2022 17:20:45.736,25,RECV,7E00198122224F00202020202020202020202020202020202020333147
02-12-2022 17:20:46.178,26,RECV,7E00198122224F00202020202020202020202020202020202020333246
02-12-2022 17:20:46.745,27,RECV,7E00198122224F00202020202020202020202020202020202020333345
02-12-2022 17:20:47.188,28,RECV,7E00198122224F00202020202020202020202020202020202020333444
02-12-2022 17:20:47.689,29,RECV,7E00198122224E00202020202020202020202020202020202020333544
02-12-2022 17:20:48.192,30,RECV,7E00198122224F00202020202020202020202020202020202020333642
02-12-2022 17:20:48.691,31,RECV,7E00198122225000202020202020202020202020202020202020333740
02-12-2022 17:20:49.192,32,RECV,7E00198122224E00202020202020202020202020202020202020333841
02-12-2022 17:20:49.695,33,RECV,7E00198122224F0020202020202020202020202020202020202033393F
02-12-2022 17:20:50.200,34,RECV,7E00198122224F00202020202020202020202020202020202020343047
02-12-2022 17:20:50.700,35,RECV,7E00198122224F00202020202020202020202020202020202020343146
02-12-2022 17:20:51.202,36,RECV,7E00198122225000202020202020202020202020202020202020343244
02-12-2022 17:20:51.703,37,RECV,7E00198122224E00202020202020202020202020202020202020343345
02-12-2022 17:20:52.207,38,RECV,7E00198122224F00202020202020202020202020202020202020343443
02-12-2022 17:20:52.712,39,RECV,7E00198122224F00202020202020202020202020202020202020343542
02-12-2022 17:20:53.218,40,RECV,7E00198122224F00202020202020202020202020202020202020343641
02-12-2022 17:20:53.722,41,RECV,7E00198122224F00202020202020202020202020202020202020343740
02-12-2022 17:20:54.228,42,RECV,7E00198122224F0020202020202020202020202020202020202034383F
02-12-2022 17:20:54.732,43,RECV,7E00198122224F0020202020202020202020202020202020202034393E
02-12-2022 17:20:55.231,44,RECV,7E00198122224F00202020202020202020202020202020202020353046
02-12-2022 17:20:55.733,45,RECV,7E00198122224F00202020202020202020202020202020202020353145
02-12-2022 17:20:56.741,46,RECV,7E00198122224F00202020202020202020202020202020202020353343
02-12-2022 17:20:57.198,47,RECV,7E00198122224F00202020202020202020202020202020202020353442
02-12-2022 17:20:57.746,48,RECV,7E00198122225000202020202020202020202020202020202020353540
02-12-2022 17:20:58.252,49,RECV,7E00198122224F00202020202020202020202020202020202020353640
02-12-2022 17:20:58.759,50,RECV,7E00198122224F0020202020202020202020202020202020202035373F
02-12-2022 17:20:59.259,51,RECV,7E00198122224F0020202020202020202020202020202020202035383E
02-12-2022 17:20:59.698,52,RECV,7E00198122224F0020202020202020202020202020202020202035393D
02-12-2022 17:21:00.267,53,RECV,7E00198122224F00202020202020202020202020202020202020363045
02-12-2022 17:21:00.705,54,RECV,7E00198122224F00202020202020202020202020202020202020363144
02-12-2022 17:21:01.204,55,RECV,7E00198122224F00202020202020202020202020202020202020363243
02-12-2022 17:21:01.709,56,RECV,7E00198122225000202020202020202020202020202020202020363341
02-12-2022 17:21:02.209,57,RECV,7E00198122224F00202020202020202020202020202020202020363441
02-12-2022 17:21:02.710,58,RECV,7E00198122224F00202020202020202020202020202020202020363540
02-12-2022 17:21:03.206,59,RECV,7E0019812222500020202020202020202020202020202020202036363E
02-12-2022 17:21:03.705,60,RECV,7E0019812222500020202020202020202020202020202020202036373D
02-12-2022 17:21:04.210,61,RECV,7E0019812222500020202020202020202020202020202020202036383C
02-12-2022 17:21:04.712,62,RECV,7E0019812222500020202020202020202020202020202020202036393B
02-12-2022 17:21:05.218,63,RECV,7E00198122224F00202020202020202020202020202020202020373044
02-12-2022 17:21:05.724,64,RECV,7E00198122224F00202020202020202020202020202020202020373143
02-12-2022 17:21:06.230,65,RECV,7E00198122224E00202020202020202020202020202020202020373243
02-12-2022 17:21:06.735,66,RECV,7E00198122225000202020202020202020202020202020202020373340
02-12-2022 17:21:07.237,67,RECV,7E0019812222500020202020202020202020202020202020202037343F
02-12-2022 17:21:07.742,68,RECV,7E00198122224F0020202020202020202020202020202020202037353F
02-12-2022 17:21:08.242,69,RECV,7E0019812222500020202020202020202020202020202020202037363D
02-12-2022 17:21:08.746,70,RECV,7E00198122224F0020202020202020202020202020202020202037373D
02-12-2022 17:21:09.252,71,RECV,7E00198122224E0020202020202020202020202020202020202037383D
02-12-2022 17:21:09.753,72,RECV,7E00198122224E0020202020202020202020202020202020202037393C
02-12-2022 17:21:10.257,73,RECV,7E00198122224F00202020202020202020202020202020202020383043
02-12-2022 17:21:10.761,74,RECV,7E00198122224F00202020202020202020202020202020202020383142
02-12-2022 17:21:11.200,75,RECV,7E00198122224F00202020202020202020202020202020202020383241
02-12-2022 17:21:11.765,76,RECV,7E00198122224F00202020202020202020202020202020202020383340
02-12-2022 17:21:12.205,77,RECV,7E0019812222500020202020202020202020202020202020202038343E
02-12-2022 17:21:12.710,78,RECV,7E0019812222500020202020202020202020202020202020202038353D
02-12-2022 17:21:13.210,79,RECV,7E0019812222500020202020202020202020202020202020202038363C
02-12-2022 17:21:14.220,80,RECV,7E00158122224F0020202020202020202020202020202020EB
02-12-2022 17:21:14.311,81,RECV,7E00098122224F00202038383B
02-12-2022 17:21:14.724,82,RECV,7E00198122224F0020202020202020202020202020202020202038393A
02-12-2022 17:21:15.227,83,RECV,7E00198122224E00202020202020202020202020202020202020393043
02-12-2022 17:21:15.733,84,RECV,7E00198122224F00202020202020202020202020202020202020393141
02-12-2022 17:21:16.233,85,RECV,7E00198122224F00202020202020202020202020202020202020393240
02-12-2022 17:21:16.740,86,RECV,7E0019812222500020202020202020202020202020202020202039333E
02-12-2022 17:21:17.745,87,RECV,7E0019812222500020202020202020202020202020202020202039353C
02-12-2022 17:21:18.752,88,RECV,7E00198122224F0020202020202020202020202020202020202039373B
