02-13-2022 23:09:19.122,-,API,"Coordinator_802,0013A20041C5375A,802.15.4 TH,2003,COM7 - 115200/8/N/1/N,1,46"

02-13-2022 23:00:33.177,0,RECV,7E00378122225900202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020203091
02-13-2022 23:00:33.617,1,RECV,7E00378122225000202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020203199
02-13-2022 23:00:34.119,2,RECV,7E00378122225700202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020203291
02-13-2022 23:00:34.621,3,RECV,7E00378122225100202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020203396
02-13-2022 23:00:35.125,4,RECV,7E00378122225000202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020203496
02-13-2022 23:00:35.627,5,RECV,7E00378122224F00202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020203596
02-13-2022 23:00:36.132,6,RECV,7E00378122225200202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020203692
02-13-2022 23:00:36.634,7,RECV,7E0037812222540020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020378F
02-13-2022 23:00:37.137,8,RECV,7E00378122224F00202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020203893
02-13-2022 23:00:37.639,9,RECV,7E00378122225000202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020203991
02-13-2022 23:00:38.147,10,RECV,7E00378122224F0020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202031308A
02-13-2022 23:00:39.159,11,RECV,7E00378122224F00202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020313288
02-13-2022 23:00:39.661,12,RECV,7E00378122224F00202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020313387
02-13-2022 23:00:40.164,13,RECV,7E00378122224F00202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020313486
02-13-2022 23:00:40.669,14,RECV,7E00378122225100202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020313583
02-13-2022 23:00:41.172,15,RECV,7E00378122225100202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020313682
02-13-2022 23:00:41.678,16,RECV,7E00378122225200202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020313780
02-13-2022 23:00:42.180,17,RECV,7E00378122224F00202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020313882
02-13-2022 23:00:42.681,18,RECV,7E0037812222520020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202031397E
02-13-2022 23:00:43.183,19,RECV,7E00378122225100202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020323087
02-13-2022 23:00:43.687,20,RECV,7E00378122225200202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020323185
02-13-2022 23:00:44.130,21,RECV,7E00378122225100202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020323285
02-13-2022 23:00:44.635,22,RECV,7E00378122225200202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020323383
02-13-2022 23:00:45.137,23,RECV,7E00378122225200202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020323482
