02-12-2022 21:44:27.618,-,API,"Coordinator_802,0013A20041C5375A,802.15.4 TH,2003,COM7 - 115200/8/N/1/N,1,46"

02-12-2022 21:34:10.979,0,RECV,7E00238122224A0020202020202020202020202020202020202020202020202020202020203020
02-12-2022 21:34:11.482,1,RECV,7E00238122224A002020202020202020202020202020202020202020202020202020202020311F
02-12-2022 21:34:11.984,2,RECV,7E00238122224A002020202020202020202020202020202020202020202020202020202020321E
02-12-2022 21:34:12.484,3,RECV,7E00238122224A002020202020202020202020202020202020202020202020202020202020331D
02-12-2022 21:34:12.985,4,RECV,7E00238122224A002020202020202020202020202020202020202020202020202020202020341C
02-12-2022 21:34:13.487,5,RECV,7E00238122224A002020202020202020202020202020202020202020202020202020202020351B
02-12-2022 21:34:13.988,6,RECV,7E00238122224A002020202020202020202020202020202020202020202020202020202020361A
02-12-2022 21:34:14.492,7,RECV,7E00238122224A0020202020202020202020202020202020202020202020202020202020203719
02-12-2022 21:34:14.990,8,RECV,7E00238122224A0020202020202020202020202020202020202020202020202020202020203818
02-12-2022 21:34:15.495,9,RECV,7E00238122224A0020202020202020202020202020202020202020202020202020202020203917
02-12-2022 21:34:15.998,10,RECV,7E00238122224A002020202020202020202020202020202020202020202020202020202031300F
02-12-2022 21:34:16.497,11,RECV,7E00238122224A002020202020202020202020202020202020202020202020202020202031310E
02-12-2022 21:34:17.000,12,RECV,7E00238122224A002020202020202020202020202020202020202020202020202020202031320D
02-12-2022 21:34:17.503,13,RECV,7E00238122224A002020202020202020202020202020202020202020202020202020202031330C
02-12-2022 21:34:18.007,14,RECV,7E00238122224A002020202020202020202020202020202020202020202020202020202031340B
02-12-2022 21:34:18.509,15,RECV,7E00238122224A002020202020202020202020202020202020202020202020202020202031350A
02-12-2022 21:34:19.016,16,RECV,7E00238122224A0020202020202020202020202020202020202020202020202020202020313609
02-12-2022 21:34:19.516,17,RECV,7E00238122224A0020202020202020202020202020202020202020202020202020202020313708
02-12-2022 21:34:19.969,18,RECV,7E00238122224A0020202020202020202020202020202020202020202020202020202020313807
02-12-2022 21:34:20.517,19,RECV,7E00238122224A0020202020202020202020202020202020202020202020202020202020313906
02-12-2022 21:34:21.019,20,RECV,7E00238122224A002020202020202020202020202020202020202020202020202020202032300E
02-12-2022 21:34:21.460,21,RECV,7E00238122224A002020202020202020202020202020202020202020202020202020202032310D
02-12-2022 21:34:21.971,22,RECV,7E00238122224A002020202020202020202020202020202020202020202020202020202032320C
02-12-2022 21:34:22.523,23,RECV,7E00238122224A002020202020202020202020202020202020202020202020202020202032330B
02-12-2022 21:34:22.965,24,RECV,7E00238122224A002020202020202020202020202020202020202020202020202020202032340A
02-12-2022 21:34:23.530,25,RECV,7E00238122224A0020202020202020202020202020202020202020202020202020202020323509
02-12-2022 21:34:23.973,26,RECV,7E00238122224A0020202020202020202020202020202020202020202020202020202020323608
02-12-2022 21:34:24.475,27,RECV,7E00238122224A0020202020202020202020202020202020202020202020202020202020323707
02-12-2022 21:34:24.978,28,RECV,7E00238122224A0020202020202020202020202020202020202020202020202020202020323806
02-12-2022 21:34:25.476,29,RECV,7E00238122224A0020202020202020202020202020202020202020202020202020202020323905
02-12-2022 21:34:25.977,30,RECV,7E00238122224A002020202020202020202020202020202020202020202020202020202033300D
02-12-2022 21:34:26.480,31,RECV,7E00238122224A002020202020202020202020202020202020202020202020202020202033310C
02-12-2022 21:34:26.982,32,RECV,7E00238122224A002020202020202020202020202020202020202020202020202020202033320B
02-12-2022 21:34:27.482,33,RECV,7E00238122224A002020202020202020202020202020202020202020202020202020202033330A
02-12-2022 21:34:27.984,34,RECV,7E00238122224A0020202020202020202020202020202020202020202020202020202020333409
02-12-2022 21:34:28.484,35,RECV,7E00238122224A0020202020202020202020202020202020202020202020202020202020333508
02-12-2022 21:34:28.983,36,RECV,7E0023812222480020202020202020202020202020202020202020202020202020202020333609
02-12-2022 21:34:29.480,37,RECV,7E00238122224A0020202020202020202020202020202020202020202020202020202020333706
02-12-2022 21:34:29.981,38,RECV,7E00238122224A0020202020202020202020202020202020202020202020202020202020333805
02-12-2022 21:34:30.481,39,RECV,7E00238122224A0020202020202020202020202020202020202020202020202020202020333904
02-12-2022 21:34:30.982,40,RECV,7E00238122224A002020202020202020202020202020202020202020202020202020202034300C
02-12-2022 21:34:31.482,41,RECV,7E002381222249002020202020202020202020202020202020202020202020202020202034310C
02-12-2022 21:34:31.984,42,RECV,7E00238122224A002020202020202020202020202020202020202020202020202020202034320A
02-12-2022 21:34:32.488,43,RECV,7E00238122224A0020202020202020202020202020202020202020202020202020202020343309
