02-12-2022 10:51:44.998,-,API,"Coordinator_802,0013A20041C5375A,802.15.4 TH,2003,COM7 - 115200/8/N/1/N,1,46"

02-12-2022 10:42:47.761,0,RECV,7E00418122220C002020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020309E
02-12-2022 10:42:48.260,1,RECV,7E00418122220C002020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020319D
02-12-2022 10:42:48.763,2,RECV,7E00418122220C002020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020329C
02-12-2022 10:42:49.262,3,RECV,7E00418122220C002020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020339B
02-12-2022 10:42:49.761,4,RECV,7E00418122220C002020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020349A
02-12-2022 10:42:50.264,5,RECV,7E00418122220C0020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020203599
02-12-2022 10:42:50.763,6,RECV,7E00418122220C0020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020203698
02-12-2022 10:42:51.263,7,RECV,7E00418122220C0020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020203797
02-12-2022 10:42:51.762,8,RECV,7E00418122220C0020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020203896
02-12-2022 10:42:52.261,9,RECV,7E00418122220C0020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020203995
02-12-2022 10:42:52.762,10,RECV,7E00418122220C002020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202031308D
02-12-2022 10:42:53.257,11,RECV,7E00418122220C002020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202031318C
02-12-2022 10:42:53.760,12,RECV,7E00418122220C002020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202031328B
02-12-2022 10:42:54.261,13,RECV,7E00418122220C002020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202031338A
02-12-2022 10:42:54.763,14,RECV,7E00418122220C0020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020313489
02-12-2022 10:42:55.264,15,RECV,7E00418122220C0020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020313588
02-12-2022 10:42:55.760,16,RECV,7E00418122220C0020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020313687
